CRIM,ZN,INDUS,POLINDEX,RM,AGE,DIS,HIGHWAYCOUNT,TAX,PTRATIO,IMM,BPL,PRICE,RIVERSIDE
3.874500086374932,0.3879705313457872,19.565292151931143,1.6641899120058854,6.0,97.0,3.1821569322826293,25,666.3532963407616,20.921703684240004,381.5736778887845,11.291026174079535,21.734932407110072,NO
2.117915792015121,1.6155900498257036,19.840709523424707,2.2789941678323213,6.0,89.0,2.626670873839417,7,403.1924270406239,14.815265096024241,344.378989010682,12.333868751883616,16.552892350818006,YES
0.1962811883991434,22.39483532780514,5.88970196744886,0.6762720356882759,7.0,18.0,8.121352295444508,8,330.07969191671475,20.30853923660137,394.3642438601332,6.641213483595359,26.92367202621207,NO
1.242445596805839,1.3937483866911928,22.08903787368105,1.6039140185787346,6.0,98.0,2.958813334172389,6,437.31957709101147,21.242931917337696,396.9451755883928,13.044348879650352,20.579930567615992,NO
1.9785425234951535,1.4594093783755808,9.943056700678381,1.772723337842476,6.0,44.0,3.8723181741999255,6,391.1071195812026,19.37657851932556,397.15164625991486,14.388582195199275,24.990430048007397,NO
0.38820326896696195,90.88805923970622,4.408397583062801,0.5267046050199848,9.0,35.0,6.685992126728796,5,244.5662273547925,17.111822742915074,387.46477457222386,3.8621835142658085,45.50425557514502,NO
1.2295612713951185,41.462217772815634,7.716102441380517,1.4108078606792138,7.0,28.0,6.688444000046125,4,254.432114062741,17.713574365326195,393.96870369437454,5.724643593569487,33.35048373446118,YES
2.481349716904717,2.139794446618485,20.291339181336117,1.6189177251833262,6.0,97.0,2.027151682646331,5,403.4753073204351,17.420896794378272,392.9762036330461,29.954610431588343,15.21353801734884,NO
0.2776637639523236,83.60654891108186,2.333734163840132,1.328302354741085,10.0,16.0,7.483375050287867,2,348.0809220179304,16.212183754981385,396.131427240996,3.2368449972076774,42.691792831778336,NO
4.902815428468873,1.6168222299158295,18.2102216941744,1.5782457380495232,8.0,90.0,2.559799200529252,25,667.2037794938395,22.286577687827013,353.0488196442257,14.730052864910483,17.618631539260583,YES
3.2041384397765853,0.06351614665329976,21.48213021649333,1.886380617726663,7.0,96.0,2.7484145606895485,6,404.46679499384175,16.339037488943447,330.83338049061183,11.785458601288177,23.383959962834844,NO
2.693115022791255,1.4940733868418776,22.759458403196163,0.6647838208965229,7.0,99.0,2.619596018129121,5,437.45515237559715,22.654271456079133,392.35098028128505,22.347370712813703,14.360411584606563,NO
10.258850988789181,1.3980084745399548,18.178579118831166,2.361937305137996,-1.0,95.0,3.499345139638096,24,666.7624248288605,20.292690031220364,6.966936987358318,19.411075861142372,16.099222044619854,NO
1.144559032589227,0.3849164190872001,11.989399849688747,1.0742711802070564,7.0,66.0,5.133853885731925,6,432.13823898494354,19.16257432468515,391.7119571350111,14.474328200305857,21.175554482289115,NO
4.940898049195125,2.023186983117939,18.24465312471729,2.3237750398285515,8.0,68.0,3.975597404358723,24,666.5903100846541,20.44976123427971,374.82081744801246,12.206088095617535,30.19847532037801,NO
3.8213891918193466,0.36902663875298053,20.109036014260987,1.7406059457392715,6.0,95.0,1.8161016313542473,5,403.1117676632791,16.028508402918085,357.0189742616039,29.01045887596684,18.80775979034202,NO
7.646837897041255,1.1789939585413736,18.781747113495705,0.6064833272840443,7.0,77.0,3.5714040312195934,25,666.7297076971689,20.947447219399162,395.8956552108949,7.574066649708683,25.151326366853898,NO
0.562560143695862,29.38527032970378,15.445114698709778,2.0769715029787204,8.0,29.0,4.154526905591919,5,270.4990076857827,18.23150103560812,396.80556524372776,6.639098023066382,27.09287012026751,NO
10.244827180880145,1.1900006681878734,19.30667640390433,0.62886963193599,6.0,95.0,2.6826747009452356,25,666.504627895634,20.7327634266976,354.0630920445937,18.726847478349068,14.2226821864653,NO
11.226060936913091,2.016119292962737,18.211112495346686,1.4966608321613646,6.0,98.0,4.362531407087761,25,667.2171819283382,20.99273243193121,388.55515907923035,17.80057664102178,12.95897614697231,NO
1.397847371793445,1.132729462560213,9.503588144306343,1.3609569031038795,6.0,92.0,6.200549073637039,5,308.150295346536,22.85562563815535,376.9794348999041,16.103190024459206,17.642193790993495,NO
0.8375787215726486,0.24530505446887035,7.217323723519031,0.726278858297058,7.0,60.0,7.106794464890759,5,224.03438774499125,20.392898007082767,395.5154311702001,11.639755035180073,19.248475584300845,NO
1.7463789608467883,0.5458425291095901,19.680928390083285,0.9441569109167243,7.0,98.0,3.69669058923379,6,404.90902693347965,15.447664675384196,373.21365138912057,14.309976736745753,21.59096657110803,NO
0.8260333656535033,0.1924345555086321,8.063971602052085,1.7108585234680111,6.0,50.0,5.055517504724032,5,288.06176777204865,20.357994813331587,399.10697172166834,8.254796508277021,21.511103999346897,NO
1.5667472437616037,20.37542933789029,4.494621268609298,0.6940998298490293,9.0,100.0,3.5765431018858127,5,265.0276987629683,13.048313298615613,383.4489873286016,7.94437915282511,36.20431733351067,NO
0.34572780861809765,0.9333506783028017,12.605912006024166,2.1086629423257968,7.0,70.0,2.898595263156146,2,273.33185791350627,21.531648859643298,393.83900422385886,10.261000129258408,24.266981204968236,NO
2.1531534951009523,0.3757963826099525,11.005436052553572,0.9474603227316363,6.0,-2.0,4.184841503946174,4,304.3528954918093,19.435362403419745,391.0171710750639,18.711933757952284,17.91448254433862,NO
1.4364642831197738,0.6054665875516415,22.57233191263258,0.8354638420294475,7.0,95.0,2.041611603635088,4,437.89206315342153,22.3639665786779,397.3927068768138,18.498748931713624,15.648223312549455,NO
0.388156507770869,0.10203801987037245,28.96340454578834,3.1648735351777217,6.0,100.0,2.0542114062991477,5,711.6275708914908,21.456651218570958,344.3708380426355,24.55952679527281,7.9540305345936915,NO
2.2021712274082064,0.3513466563883858,5.7174818637774125,0.4526092705962285,6.0,53.0,8.912638772741166,5,352.13435809662303,18.940325933096975,365.9505791132672,12.733979157366479,18.01845121571794,NO
0.7111115570570803,14.285175776824968,6.958365079658219,0.45036670495417364,6.0,34.0,7.318891846476529,6,345.91064408554496,19.546979872156903,397.1071465286577,10.678612830077157,22.323167480312872,NO
