0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.2338822346738122,0.004550499954969554,1.3398500072096349,0.3168469065395876,0.11837197656661888,0.15384615384615385,0.4108188570955264,0.21951034496707522,0.9727293281057142,0.045623370205974005,0.7142857142857142,0.9292929292929294,0.0,1.0,50.35322471640546
0.045210174611168046,0.523979092495953,-0.7089452547833297,0.05229786887055943,0.5451894854916797,0.2307692307692308,0.2021440823428176,0.42019958401941926,0.9941816100965589,0.18269187180902488,0.4285714285714286,0.44444444444444453,1.0,0.0,23.360312293949995
0.026861045828724884,0.013571562025626977,-1.261772464318747,0.026814659513216293,0.26165885980729336,0.07692307692307693,0.014250711889934542,0.48671478412696945,0.9834511568936698,0.10954091859774373,1.0,0.5151515151515152,1.0,0.0,50.53859639003125
0.02052196626267339,0.7476017370426847,-1.0821799337101738,0.35840130443471707,0.3603435501413525,0.11538461538461539,0.1248989434219111,0.59975640441257,0.9923203979305114,0.1199270743902208,0.5714285714285714,0.20202020202020204,1.0,0.0,31.48531403183729
0.1763623599766619,0.261993391287891,-0.5320479873733737,0.0639128070632092,0.5107637549781203,0.2692307692307693,0.18615286070717557,0.6408680277335934,0.9926133531914142,0.18071584886849631,0.4285714285714286,0.6565656565656567,1.0,0.0,23.335334896155675
0.09611605567302738,0.004664424536260241,0.49414095236537303,0.2678442615821296,0.4485262313494524,0.11538461538461539,0.19518156109522983,0.4114735891359973,0.9923686731226826,0.2122621275463535,0.2857142857142857,0.16161616161616163,1.0,0.0,25.185755458424985
0.09058109481048232,0.005472620761671036,1.8300994117586682,0.15457958215798664,0.08185238838540806,0.11538461538461539,0.4756714854377329,0.7490449387131801,0.9823557535063276,0.4519801022132524,0.2857142857142857,0.9595959595959597,1.0,0.0,17.41892481858431
0.18033390715353181,0.0028344457712728673,1.767023341162269,0.07392627751883857,0.02823624780202702,0.15384615384615385,0.475383509539598,0.7556193393892732,0.9924496691507049,0.9607441707226198,0.2857142857142857,0.9797979797979799,1.0,0.0,14.514422426650205
0.025881945904683658,0.32524408155152057,-1.242859273738865,0.23865547385108624,0.17089607365773646,0.2692307692307693,0.06864454912253393,0.5920845261989531,0.9827983940360351,0.21495385868983738,0.4285714285714286,0.5555555555555556,1.0,0.0,28.461818611606308
0.5973598950159708,0.007725040001964023,1.1254909604570191,0.5616374774948872,0.05690605471747098,0.8846153846153847,0.9130606850220107,0.669625633956646,0.9861550824897092,0.44954202482044975,0.5714285714285714,0.9494949494949496,1.0,0.0,15.7833606001673
